EmployeId,Age,Gender,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,EducationField,EmployeSatisfaction,JobEngagement,JobLevel,JobSatisfaction,Role,DailyBilling,HourBilling,MonthlyBilling,MonthlyRate,Work Experience,OverTime,PercentSalaryHike,Last Rating,RelationshipSatisfaction,Hours,StockOptionLevel,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
597,50,M,Single,Yes,No,Human Resources,3,Marketing,1,3,3,2,Sales Executive,1258,37,9040,5110,1,No,14,3,4,80,0,3,3,1,0,1,0,13
1263,32,F,Married,No,Sometimes,Research & Development,3,Life Sciences,4,4,2,4,Laboratory Technician,619,62,9790,9318,1,No,14,3,3,80,1,2,3,10,7,9,8,6
1719,39,M,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,3,4,Research Director,1490,92,10561,21396,0,Yes,21,4,4,80,1,6,3,10,9,7,4,9
1509,52,F,Married,No,Sometimes,Research & Development,3,Medical,1,3,2,2,Healthcare Representative,1490,89,5272,9733,2,Yes,12,3,2,80,0,2,2,2,2,2,2,7
2055,35,M,Single,Yes,Sometimes,Sales,1,Medical,3,3,1,4,Human Resources,1112,84,3644,13423,5,Yes,13,3,2,80,0,2,3,1,0,0,0,2
1530,49,M,Married,No,Sometimes,Sales,2,Life Sciences,1,2,2,1,Manager,148,99,13860,12214,2,No,15,3,3,80,1,2,4,4,3,0,2,24
1900,28,M,Married,Yes,Sometimes,Sales,2,Marketing,1,3,2,3,Sales Executive,170,90,6337,14079,1,No,12,3,3,80,0,2,3,5,4,0,0,9
1957,33,F,Single,No,Sometimes,Sales,3,Life Sciences,1,3,3,1,Sales Executive,1442,96,8242,2125,2,Yes,14,3,2,80,0,3,3,0,0,0,0,14
1439,29,F,Single,Yes,Mostly,Sales,3,Medical,3,2,2,4,Sales Executive,309,37,8825,12818,1,Yes,12,3,1,80,0,3,3,10,8,4,7,25
277,22,M,Single,No,Sometimes,Research & Development,1,Life Sciences,3,4,1,2,Research Scientist,247,80,2591,2956,1,No,14,3,2,80,0,3,3,0,0,0,0,11
156,37,M,Married,No,No,Sales,4,Life Sciences,3,2,5,4,Sales Executive,144,33,11521,13353,0,No,22,4,4,80,1,2,3,19,17,5,8,1
1327,32,F,Married,No,Sometimes,Research & Development,4,Medical,4,3,2,2,Research Scientist,1411,76,1761,5101,4,No,12,3,2,80,1,2,3,1,0,0,0,10
1099,26,M,Single,Yes,Sometimes,Sales,4,Medical,2,3,1,3,Sales Representative,747,35,2948,2913,1,No,11,3,2,80,0,4,4,0,0,0,0,9
492,56,F,Married,No,Mostly,Research & Development,4,Life Sciences,2,2,3,4,Healthcare Representative,1389,45,19538,15958,1,No,14,3,3,80,1,2,3,16,15,15,7,8
194,31,F,Married,No,Sometimes,Research & Development,1,Life Sciences,3,3,1,4,Research Scientist,1239,75,2148,18035,9,Yes,11,3,1,80,2,5,3,7,0,0,4,1
2057,26,F,Single,Yes,Mostly,Research & Development,3,Life Sciences,1,1,1,2,Research Scientist,606,32,2986,26914,1,Yes,13,3,1,80,0,0,1,8,7,7,7,7
1002,25,M,Single,No,No,Research & Development,3,Medical,1,3,1,4,Research Scientist,1406,49,2613,25729,1,No,13,3,4,80,0,6,3,1,0,0,0,24
1185,49,F,Married,No,Mostly,Research & Development,3,Medical,1,3,3,3,Healthcare Representative,1015,34,13487,25515,1,No,13,3,4,80,0,3,2,14,16,15,13,4
222,37,M,Married,No,Sometimes,Sales,3,Medical,1,3,3,3,Sales Executive,290,67,4216,21016,1,No,12,3,3,80,1,3,2,10,7,5,10,9
1807,33,M,Single,No,No,Research & Development,3,Other,3,1,2,1,Healthcare Representative,211,51,6911,10602,1,No,13,3,3,80,0,2,3,10,8,1,8,27
19,51,M,Single,No,Mostly,Research & Development,4,Other,4,3,1,3,Research Scientist,703,95,2375,10293,1,No,12,3,4,80,0,3,3,6,5,2,3,9
205,32,M,Married,Yes,Sometimes,Research & Development,2,Life Sciences,3,3,1,3,Research Scientist,659,85,3319,20012,1,No,13,3,2,80,1,3,2,0,0,0,0,4
178,34,F,Single,Yes,Sometimes,Sales,2,Life Sciences,2,2,2,2,Sales Executive,351,87,6239,23563,2,Yes,22,4,1,80,0,3,3,5,7,6,3,7
1459,37,F,Married,Yes,Sometimes,Research & Development,2,Life Sciences,2,2,1,2,Laboratory Technician,142,69,2626,5235,5,No,14,3,3,80,3,5,2,0,0,0,0,20
756,37,F,Married,No,Sometimes,Research & Development,3,Life Sciences,3,2,1,4,Laboratory Technician,944,70,2113,7243,4,No,11,3,3,80,3,2,3,0,0,0,0,8
1503,33,M,Married,No,Sometimes,Sales,4,Life Sciences,1,3,2,1,Sales Executive,109,98,6213,18045,1,Yes,11,3,4,80,1,3,3,11,9,8,7,28
2060,44,F,Married,No,Sometimes,Sales,3,Marketing,3,2,3,4,Sales Executive,1204,59,11920,9261,0,Yes,22,4,3,80,1,2,3,19,16,4,8,3
425,34,F,Single,No,Sometimes,Research & Development,4,Life Sciences,4,3,2,4,Research Scientist,184,30,2108,20418,1,No,13,3,4,80,0,1,2,19,7,2,0,7
1938,26,M,Married,No,Sometimes,Research & Development,4,Life Sciences,2,3,1,2,Laboratory Technician,656,31,2823,15131,1,No,25,4,4,80,0,1,3,5,2,0,3,7
976,37,F,Single,No,No,Research & Development,2,Life Sciences,3,4,1,2,Research Scientist,306,35,2041,3080,8,No,16,3,3,80,0,3,3,1,0,0,0,24
1044,44,F,Divorced,No,No,Sales,2,Medical,2,2,2,3,Sales Executive,231,70,4456,13387,0,No,21,4,3,80,1,0,3,4,4,0,2,2
1944,39,F,Single,No,Sometimes,Research & Development,2,Technical Degree,3,2,1,1,Research Scientist,954,30,2461,22882,0,No,14,3,4,80,0,2,4,3,2,1,2,1
1835,43,M,Married,No,No,Sales,2,Marketing,2,3,2,1,Sales Executive,586,55,8200,15544,6,No,11,3,3,80,0,4,3,8,7,0,7,1
1070,36,F,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,3,1,Manufacturing Director,132,43,8159,5354,2,No,18,3,3,80,1,3,3,3,1,1,3,1
490,29,M,Single,No,No,Research & Development,2,Life Sciences,4,3,2,2,Laboratory Technician,791,62,4266,17125,1,Yes,22,4,2,80,0,3,1,6,2,0,3,4
2054,34,F,Married,No,Sometimes,Research & Development,3,Human Resources,1,3,1,4,Laboratory Technician,132,82,2713,12813,3,No,13,3,4,80,1,5,2,2,3,2,2,5
748,24,F,Married,No,Mostly,Sales,4,Medical,4,3,2,1,Sales Executive,1151,91,4301,2252,2,No,16,3,1,80,1,5,3,2,2,0,2,22
1836,28,M,Single,No,Sometimes,Sales,2,Marketing,3,3,2,1,Sales Executive,831,30,4479,20086,1,No,13,3,3,80,0,5,3,5,2,0,2,6
2055,27,M,Married,No,Sometimes,Research & Development,1,Medical,4,1,1,4,Research Scientist,506,70,2360,7279,0,No,19,3,2,80,1,5,3,6,1,0,1,22
462,31,M,Married,Yes,Sometimes,Research & Development,4,Medical,1,2,1,1,Laboratory Technician,662,84,2914,3202,1,No,14,3,4,80,0,4,3,14,11,14,13,9
412,47,M,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,4,Research Scientist,1319,64,2774,18116,2,No,25,4,4,80,1,2,3,3,2,2,2,10
1060,43,F,Divorced,No,Sometimes,Research & Development,1,Technical Degree,4,3,4,3,Manager,555,59,12835,8334,7,No,11,3,3,80,1,3,3,1,0,0,0,2
1546,58,M,Divorced,No,Sometimes,Research & Development,2,Life Sciences,3,3,2,3,Manufacturing Director,1180,88,6332,23454,9,No,11,3,2,80,3,2,3,1,0,0,0,8
1951,46,M,Single,No,Sometimes,Sales,2,Life Sciences,1,1,1,1,Sales Representative,978,30,2500,8479,1,No,15,3,1,80,0,3,1,2,4,2,2,4
1770,46,M,Married,No,Mostly,Research & Development,4,Life Sciences,3,4,2,4,Healthcare Representative,684,92,5958,23008,1,No,15,3,4,80,0,2,3,4,3,1,1,5
1583,50,M,Married,No,Mostly,Sales,2,Life Sciences,4,3,2,1,Sales Executive,1495,56,6303,2227,1,No,13,3,2,80,0,3,3,10,6,9,7,27
1388,48,M,Single,No,Sometimes,Sales,3,Life Sciences,2,2,4,3,Manager,682,86,19478,6528,7,No,12,3,4,80,0,1,3,20,0,10,4,3
863,34,F,Divorced,No,Sometimes,Sales,3,Medical,1,3,2,1,Sales Executive,590,52,4460,13533,1,No,12,3,4,80,3,3,3,13,14,3,9,8
1250,31,M,Divorced,No,Sometimes,Research & Development,2,Medical,1,2,2,2,Manufacturing Director,1159,91,6374,15450,1,No,13,3,3,80,1,4,3,3,2,1,2,5
2055,25,F,Married,No,Sometimes,Human Resources,2,Human Resources,4,4,2,2,Sales Executive,755,90,6767,12899,1,Yes,20,4,2,80,1,3,3,10,6,1,8,1
1501,31,M,Married,No,Sometimes,Research & Development,2,Life Sciences,4,3,2,4,Manufacturing Director,174,57,4211,6333,4,Yes,15,3,2,80,1,5,3,1,0,0,3,18
1837,36,M,Divorced,No,Sometimes,Human Resources,4,Technical Degree,3,3,1,4,Human Resources,1495,61,2777,9104,9,No,20,4,1,80,2,2,3,1,0,0,0,20
220,36,M,Single,No,Mostly,Sales,2,Life Sciences,3,3,2,2,Sales Executive,1144,84,2369,13198,7,No,14,3,3,80,0,3,3,9,0,0,0,6
479,50,M,Married,No,Mostly,Research & Development,2,Life Sciences,1,3,2,4,Manufacturing Director,1229,33,7419,6636,1,No,14,3,4,80,2,4,1,0,0,0,0,1
542,35,M,Married,No,Sometimes,Research & Development,4,Medical,3,4,1,4,Laboratory Technician,657,37,4896,5459,5,Yes,23,4,4,80,0,5,3,2,2,1,2,2
197,46,M,Married,Yes,Sometimes,Sales,3,Life Sciences,2,2,3,3,Sales Executive,443,79,10377,25432,4,No,14,3,3,80,0,5,4,13,9,2,10,8
1735,31,M,Single,Yes,No,Human Resources,4,Other,4,2,1,2,Sales Representative,670,51,2598,23636,0,Yes,14,3,1,80,0,2,4,10,0,2,7,13
1166,45,M,Divorced,No,No,Research & Development,4,Life Sciences,3,4,2,2,Manufacturing Director,403,68,4209,12072,1,No,14,3,2,80,2,0,3,10,9,1,2,13
1422,30,M,Divorced,No,Sometimes,Sales,4,Life Sciences,2,3,3,4,Manager,552,54,13205,9511,4,No,21,4,3,80,1,5,1,9,8,0,8,1
491,54,F,Married,No,Sometimes,Research & Development,5,Medical,1,3,4,3,Manager,823,78,19382,21425,2,No,11,3,3,80,0,2,3,5,0,0,0,2
1472,29,F,Married,No,Mostly,Research & Development,3,Medical,3,3,2,4,Manufacturing Director,1374,41,4622,19228,1,No,13,3,4,80,1,5,2,5,3,1,3,21
672,42,F,Single,No,Sometimes,Sales,1,Marketing,2,3,3,2,Sales Executive,934,56,8269,12615,7,No,16,3,4,80,0,3,3,2,1,2,2,16
943,38,M,Divorced,No,Sometimes,Sales,3,Other,4,4,2,3,Sales Executive,1385,59,4499,15153,5,Yes,14,3,4,80,1,0,3,5,2,0,2,2
1083,28,F,Divorced,No,Mostly,Research & Development,1,Medical,4,3,1,1,Research Scientist,369,66,1394,3681,6,Yes,15,3,3,80,1,3,3,1,0,0,0,6
113,46,M,Single,No,Sometimes,Research & Development,4,Life Sciences,2,3,2,2,Healthcare Representative,860,62,6494,2191,2,No,14,3,3,80,0,4,4,4,0,0,0,1
394,55,M,Single,No,Sometimes,Research & Development,3,Medical,1,3,4,4,Research Director,978,96,19767,15254,9,No,13,3,2,80,0,2,3,23,12,15,11,2
1427,46,F,Married,No,Sometimes,Research & Development,3,Medical,1,3,2,2,Healthcare Representative,504,89,6321,12485,7,Yes,12,3,3,80,1,5,3,8,5,4,6,1
1339,29,M,Divorced,No,Mostly,Research & Development,3,Medical,1,3,1,2,Laboratory Technician,350,97,2901,11721,4,No,11,3,3,80,2,0,2,7,2,1,1,21
1008,31,M,Divorced,No,Mostly,Research & Development,3,Medical,3,3,1,4,Research Scientist,628,79,2073,12812,0,No,12,3,4,80,2,3,3,2,2,2,2,1
253,26,M,Single,Yes,Sometimes,Research & Development,2,Medical,4,4,1,4,Laboratory Technician,446,32,3716,20755,1,Yes,12,3,3,80,0,6,3,9,7,1,8,15
1888,19,M,Married,Yes,Sometimes,Sales,3,Life Sciences,4,3,2,3,Sales Executive,1070,69,6027,15348,1,Yes,16,3,2,80,3,2,1,0,0,0,0,8
263,43,F,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,2,4,Healthcare Representative,624,82,4539,17762,7,No,18,3,2,80,1,2,3,7,7,0,7,22
1598,40,M,Married,No,Sometimes,Sales,3,Medical,4,3,3,2,Sales Executive,985,89,9799,9765,1,No,14,3,1,80,1,3,3,6,4,0,2,1
1338,47,M,Married,No,Mostly,Sales,3,Marketing,4,3,3,2,Sales Executive,1151,86,7099,9447,3,No,21,4,3,80,0,2,2,10,7,1,8,12
991,32,M,Married,No,Sometimes,Research & Development,4,Other,3,3,2,2,Healthcare Representative,907,43,7481,26583,1,No,17,3,2,80,0,2,3,10,8,4,7,7
342,50,M,Married,No,Mostly,Research & Development,1,Life Sciences,3,3,1,1,Laboratory Technician,979,73,3449,3552,1,Yes,15,3,2,80,1,3,2,0,6,0,4,2
1023,58,M,Married,No,Sometimes,Research & Development,3,Other,4,4,4,3,Manager,530,51,13481,2243,8,No,21,4,4,80,1,3,2,20,16,15,15,24
945,39,F,Married,No,Sometimes,Research & Development,2,Technical Degree,3,4,1,1,Laboratory Technician,1302,58,2666,15125,0,No,12,3,4,80,1,4,3,5,2,1,2,7
2060,37,M,Single,Yes,Mostly,Human Resources,2,Medical,3,2,1,4,Laboratory Technician,109,40,2386,5100,1,No,15,3,4,80,0,2,3,2,2,2,2,3
1710,28,M,Married,No,Mostly,Research & Development,3,Technical Degree,3,4,3,1,Manufacturing Director,111,87,7949,15254,1,No,21,4,1,80,1,2,3,6,4,0,7,13
2057,52,M,Single,No,No,Research & Development,3,Medical,3,3,4,3,Healthcare Representative,1156,71,9206,13218,2,No,19,3,3,80,0,5,3,8,7,7,7,2
1715,36,M,Single,No,Mostly,Research & Development,3,Life Sciences,3,3,1,4,Laboratory Technician,585,52,1823,16619,1,No,12,3,2,80,0,5,4,3,2,1,2,2
2057,25,M,Single,No,No,Research & Development,2,Life Sciences,3,1,2,3,Laboratory Technician,704,92,2190,22525,1,No,13,3,4,80,0,2,3,6,5,1,2,2
707,50,F,Married,No,Mostly,Research & Development,2,Medical,4,3,3,4,Healthcare Representative,1395,56,13073,2227,4,Yes,19,3,4,80,1,0,2,23,6,15,2,15
296,30,M,Divorced,No,Sometimes,Research & Development,4,Life Sciences,3,2,2,4,Manufacturing Director,698,53,9631,3138,4,No,25,4,3,80,1,2,3,1,0,0,0,29
1614,36,M,Single,Yes,Sometimes,Research & Development,2,Life Sciences,3,2,3,1,Manufacturing Director,481,48,7800,22137,4,No,15,3,3,80,0,2,3,10,7,0,8,6
1989,23,F,Married,No,Sometimes,Research & Development,3,Life Sciences,1,3,1,2,Research Scientist,1490,60,2129,26650,1,No,16,3,3,80,1,3,2,15,3,1,7,7
412,32,M,Married,No,Mostly,Research & Development,1,Technical Degree,2,3,2,4,Healthcare Representative,1109,34,1118,25279,1,No,20,4,2,80,1,2,3,10,9,3,8,7
863,45,M,Married,No,Sometimes,Research & Development,2,Life Sciences,1,3,2,4,Laboratory Technician,1455,83,2893,15980,1,No,11,3,3,80,1,2,3,5,1,0,2,9
1939,27,M,Divorced,No,Sometimes,Research & Development,4,Life Sciences,1,3,1,4,Research Scientist,519,48,3087,13093,4,No,17,3,1,80,1,5,2,0,4,0,2,1
8,46,F,Divorced,No,No,Research & Development,3,Medical,1,3,3,1,Manager,1112,56,13833,11454,0,No,14,3,3,80,0,3,4,25,16,15,13,4
1937,36,F,Married,No,Sometimes,Sales,4,Medical,4,3,3,3,Sales Executive,561,80,8725,13590,8,No,12,3,4,80,1,3,3,11,10,9,0,8
703,37,F,Married,No,Mostly,Sales,3,Life Sciences,4,3,2,3,Sales Executive,1495,76,8029,14500,0,Yes,22,4,3,80,0,3,3,10,9,3,0,6
782,52,F,Married,No,Sometimes,Research & Development,4,Life Sciences,4,2,5,4,Research Director,1404,75,18134,10704,2,Yes,22,4,2,80,1,2,3,4,0,0,3,4
1846,43,F,Divorced,No,Sometimes,Research & Development,5,Medical,1,3,5,1,Manager,734,96,17536,2227,3,No,15,3,3,80,3,4,3,8,7,6,7,10
946,36,M,Single,No,Sometimes,Sales,4,Marketing,2,3,1,4,Sales Representative,217,51,1404,2267,1,No,19,3,3,80,0,2,3,3,2,1,2,15
63,26,M,Married,No,Sometimes,Sales,4,Life Sciences,3,3,1,2,Sales Representative,268,45,2252,26933,1,No,25,4,3,80,1,3,1,3,4,0,2,1
1078,28,M,Single,No,Sometimes,Human Resources,3,Medical,3,3,1,2,Sales Representative,177,59,2191,13983,1,No,11,3,4,80,0,3,3,3,2,0,2,5
640,33,M,Divorced,No,Sometimes,Research & Development,4,Medical,3,3,3,4,Healthcare Representative,535,90,7437,12436,0,Yes,11,3,1,80,2,2,3,7,8,1,7,16
1944,30,M,Married,No,Sometimes,Sales,4,Life Sciences,4,3,2,4,Sales Executive,662,43,5871,5942,3,No,12,3,3,80,0,4,3,6,2,1,3,4
1097,34,M,Married,No,Sometimes,Sales,4,Life Sciences,4,3,3,3,Sales Executive,214,82,18059,16826,4,No,11,3,4,80,0,2,3,11,8,0,7,8
1612,39,M,Divorced,No,Sometimes,Research & Development,2,Life Sciences,1,3,1,1,Research Scientist,1246,84,2119,20109,3,No,11,3,2,80,1,2,3,2,2,2,2,1
758,47,F,Divorced,No,Mostly,Research & Development,2,Other,3,2,2,3,Healthcare Representative,109,57,6337,26897,5,Yes,12,3,4,80,3,3,2,7,7,0,7,20
424,32,M,Single,No,Sometimes,Sales,2,Marketing,1,3,3,3,Sales Executive,697,87,19717,14087,0,Yes,11,3,2,80,0,6,2,1,0,0,0,5
1569,36,F,Divorced,No,Sometimes,Sales,4,Life Sciences,3,3,2,3,Sales Executive,1103,50,8866,16540,2,Yes,11,3,2,80,3,3,3,1,8,0,0,19
56,25,M,Married,No,Sometimes,Research & Development,1,Life Sciences,3,3,1,3,Research Scientist,1495,68,3324,23145,1,Yes,13,3,4,80,1,4,4,3,2,1,2,25
1254,34,F,Single,No,Mostly,Research & Development,3,Medical,4,3,1,4,Research Scientist,132,100,3280,13932,6,No,19,3,3,80,0,3,2,1,0,0,0,8
1297,57,F,Single,No,Sometimes,Sales,3,Life Sciences,4,3,4,4,Manager,1295,37,16758,14498,3,Yes,11,3,3,80,0,5,3,4,7,0,0,2
1912,40,M,Married,No,Sometimes,Research & Development,3,Other,1,3,2,3,Laboratory Technician,496,84,5870,22246,3,No,12,3,4,80,2,3,3,5,3,0,2,17
1148,26,M,Married,Yes,Sometimes,Research & Development,3,Medical,1,3,1,1,Research Scientist,720,87,3974,13907,0,Yes,20,4,2,80,3,4,3,5,4,0,4,2
1386,38,M,Single,Yes,Mostly,Research & Development,3,Technical Degree,3,3,3,3,Healthcare Representative,346,92,5620,21576,1,No,17,3,4,80,0,2,2,10,8,6,8,26
545,33,M,Married,No,Mostly,Research & Development,3,Technical Degree,1,2,3,3,Laboratory Technician,669,52,3889,12534,9,No,12,3,3,80,1,3,3,3,2,0,2,4
1580,34,F,Married,No,Sometimes,Research & Development,3,Life Sciences,4,4,1,4,Research Scientist,1441,90,2007,2641,2,No,18,3,4,80,0,3,3,5,4,1,2,2
171,49,M,Married,No,Sometimes,Research & Development,4,Medical,4,3,1,2,Research Scientist,107,49,4406,10899,1,No,17,3,2,80,0,6,3,2,2,2,2,2
390,37,M,Single,No,Sometimes,Research & Development,1,Medical,4,2,3,2,Research Director,1319,76,19624,15606,0,No,19,3,3,80,0,4,3,10,0,0,9,5
672,52,M,Married,No,Sometimes,Sales,3,Life Sciences,3,2,3,4,Sales Executive,1304,41,19107,20656,4,No,12,3,3,80,0,2,2,5,3,0,3,28
86,29,F,Married,No,Sometimes,Sales,1,Marketing,3,3,2,3,Sales Executive,279,60,4657,16195,7,No,22,4,1,80,1,3,3,2,2,2,2,29
220,54,M,Divorced,No,Mostly,Sales,4,Medical,4,3,1,4,Sales Representative,1324,39,3020,10982,4,No,12,3,3,80,3,3,4,2,2,2,2,1
528,37,F,Married,No,Sometimes,Research & Development,3,Life Sciences,4,2,1,1,Research Scientist,572,73,3071,4772,0,No,14,3,1,80,2,3,4,0,0,0,7,1
290,30,M,Divorced,Yes,Sometimes,Research & Development,4,Technical Degree,3,3,1,4,Laboratory Technician,451,90,3146,17751,7,Yes,11,3,3,80,1,2,4,2,2,2,2,2
1044,29,M,Married,No,No,Sales,1,Life Sciences,1,3,2,3,Sales Executive,1149,84,9234,14079,1,No,11,3,1,80,1,2,4,8,7,0,7,13
1613,37,F,Married,No,Mostly,Research & Development,3,Medical,1,2,1,4,Research Scientist,111,59,2266,3870,0,No,11,3,1,80,1,0,3,3,3,1,1,11
905,33,M,Single,No,Mostly,Research & Development,4,Technical Degree,3,3,1,4,Research Scientist,562,64,2716,26011,1,No,11,3,1,80,0,5,3,6,7,3,3,6
1159,38,M,Single,Yes,Mostly,Sales,3,Life Sciences,3,4,1,2,Laboratory Technician,364,47,1449,6972,7,No,25,4,1,80,0,2,3,1,0,0,0,4
1798,29,F,Single,Yes,Sometimes,Sales,3,Human Resources,1,4,1,1,Sales Representative,415,86,2330,18137,0,No,18,3,1,80,0,3,2,7,2,0,4,13
8,35,M,Divorced,No,Mostly,Research & Development,4,Life Sciences,4,3,2,2,Manufacturing Director,313,68,4249,15579,2,Yes,16,3,4,80,1,2,3,7,0,0,0,10
1565,24,F,Married,No,Sometimes,Sales,4,Marketing,4,3,2,3,Sales Executive,1298,73,4624,17154,0,No,19,3,4,80,1,2,2,7,7,0,7,15
1958,31,M,Divorced,Yes,Sometimes,Sales,5,Marketing,4,3,2,4,Sales Executive,658,72,5074,17823,4,Yes,13,3,4,80,3,2,2,7,7,7,7,1
1901,32,F,Married,No,Mostly,Sales,2,Medical,4,3,2,4,Human Resources,446,99,4288,12019,8,No,11,3,4,80,1,2,3,1,0,0,0,1
1133,24,M,Married,Yes,Sometimes,Research & Development,3,Life Sciences,4,3,1,4,Laboratory Technician,1393,80,3341,26914,1,Yes,11,3,2,80,1,3,4,4,1,0,2,1
811,22,F,Married,Yes,Sometimes,Research & Development,2,Other,3,1,1,2,Laboratory Technician,1244,51,4140,4728,1,No,11,3,1,80,1,5,1,5,3,0,3,4
1041,46,M,Divorced,No,Sometimes,Sales,4,Marketing,2,2,3,4,Sales Executive,142,85,7845,18400,2,No,17,3,2,80,1,3,3,5,5,0,2,10
1494,21,F,Single,Yes,Mostly,Sales,4,Life Sciences,4,3,1,3,Sales Representative,1376,49,2682,15105,1,No,12,3,4,80,0,5,3,5,3,0,2,1
1372,34,M,Divorced,No,Sometimes,Research & Development,4,Medical,4,3,1,2,Research Scientist,461,82,3219,10675,3,No,12,3,3,80,1,4,3,5,2,1,2,5
833,41,F,Single,No,Sometimes,Research & Development,4,Technical Degree,2,3,2,3,Research Scientist,697,90,4406,15470,1,No,15,3,2,80,0,4,3,10,9,0,8,3
65,29,F,Married,No,Mostly,Research & Development,4,Medical,4,2,2,3,Manufacturing Director,1412,49,5098,12737,2,No,11,3,4,80,1,2,1,6,2,0,3,11
441,56,M,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,2,1,4,Laboratory Technician,895,53,2309,10025,1,No,11,3,3,80,1,3,3,10,0,0,0,4
1600,27,F,Single,No,Sometimes,Research & Development,1,Technical Degree,4,2,1,4,Research Scientist,227,62,2593,9359,1,No,12,3,4,80,0,3,3,2,2,1,0,13
192,56,M,Married,No,Sometimes,Research & Development,1,Life Sciences,3,1,5,3,Research Director,912,91,18637,23440,5,No,16,3,2,80,1,2,3,7,7,6,7,2
1553,57,M,Single,No,Sometimes,Sales,3,Marketing,3,3,2,3,Sales Executive,326,58,4709,20850,5,Yes,19,3,3,80,0,3,3,1,7,7,7,2
1814,35,F,Divorced,No,Sometimes,Research & Development,4,Life Sciences,3,3,1,1,Research Scientist,247,73,2570,3639,1,No,16,3,2,80,1,5,3,1,0,0,0,10
1065,41,F,Divorced,No,Sometimes,Sales,5,Medical,2,1,2,1,Sales Executive,884,97,5720,16656,5,No,21,4,3,80,1,2,3,0,0,0,0,2
10,41,F,Single,No,Sometimes,Research & Development,2,Life Sciences,1,3,2,4,Healthcare Representative,169,71,6352,17101,1,No,14,3,2,80,0,3,3,10,7,0,7,2
164,57,M,Married,No,Sometimes,Research & Development,2,Medical,2,3,1,1,Laboratory Technician,145,43,2562,22250,4,No,21,4,1,80,1,5,1,1,1,0,0,1
609,51,M,Married,No,Mostly,Research & Development,4,Medical,4,3,3,2,Healthcare Representative,351,95,8745,5911,3,No,11,3,4,80,0,2,3,7,7,2,7,2
545,28,F,Married,Yes,Sometimes,Sales,3,Marketing,4,2,2,3,Sales Executive,557,30,4068,19093,0,Yes,12,3,1,80,0,2,4,3,3,1,2,2
1476,26,M,Single,Yes,Mostly,Research & Development,3,Medical,2,3,1,1,Research Scientist,430,51,2056,10035,1,No,13,3,3,80,0,3,2,4,2,2,3,4
1498,28,M,Single,Yes,No,Sales,3,Life Sciences,2,1,3,2,Sales Executive,1424,44,17063,21873,1,No,18,3,1,80,0,5,3,3,8,1,2,5
660,34,M,Single,No,No,Research & Development,4,Medical,2,3,1,4,Research Scientist,1145,93,2420,15268,0,No,11,3,1,80,0,6,3,6,2,0,3,4
1046,51,M,Single,Yes,Sometimes,Research & Development,1,Medical,1,2,2,2,Manufacturing Director,1007,92,5459,2269,3,No,21,4,4,80,0,2,2,1,0,0,0,1
625,40,M,Single,No,Sometimes,Sales,4,Marketing,3,3,5,1,Manager,1455,66,10943,10828,5,No,18,3,2,80,0,1,2,1,0,0,0,10
1152,24,F,Single,Yes,Mostly,Sales,2,Life Sciences,2,2,2,1,Sales Executive,420,47,6703,3350,1,Yes,11,3,1,80,0,0,3,4,2,1,0,4
834,49,M,Single,No,Mostly,Sales,2,Marketing,1,3,2,2,Sales Executive,826,51,4540,10480,0,No,13,3,3,80,0,6,3,8,7,1,6,2
1084,56,M,Single,No,Sometimes,Sales,3,Life Sciences,3,3,4,2,Manager,490,33,13824,17729,9,No,12,3,2,80,0,2,2,10,7,6,7,2
894,35,F,Single,No,Sometimes,Research & Development,4,Medical,2,3,1,3,Research Scientist,201,76,1472,12274,1,No,17,3,3,80,0,2,3,10,0,0,8,13
392,27,F,Married,No,Sometimes,Sales,3,Life Sciences,4,3,2,1,Sales Executive,1171,32,6224,8033,1,No,13,3,2,80,0,3,2,5,4,0,4,9
1658,37,M,Divorced,No,Mostly,Sales,1,Life Sciences,4,1,4,3,Research Director,228,52,15308,25674,1,No,11,3,1,80,1,2,3,21,8,4,9,4
443,40,M,Divorced,No,Sometimes,Sales,3,Technical Degree,2,1,2,4,Sales Executive,1206,34,5007,18914,9,No,11,3,4,80,1,3,3,13,2,0,2,8
464,54,M,Married,No,Sometimes,Research & Development,3,Medical,3,2,4,4,Manager,640,75,13632,17652,2,No,18,3,1,80,1,2,3,1,7,0,0,5
1618,48,M,Married,No,Sometimes,Research & Development,4,Life Sciences,2,4,1,3,Laboratory Technician,447,32,2788,15940,1,Yes,13,3,3,80,1,3,2,0,0,0,3,19
1993,30,F,Married,Yes,Sometimes,Research & Development,2,Life Sciences,3,2,2,1,Laboratory Technician,111,44,3328,13342,3,Yes,23,4,4,80,1,4,2,3,2,1,2,22
476,37,M,Divorced,No,Sometimes,Sales,4,Marketing,4,3,2,3,Sales Executive,1495,77,4044,11669,1,No,15,3,3,80,1,3,2,7,7,0,7,14
